lang,cid,sid,topic,metric_description,metric_code,page,file_stem,label,answer_value,answer_unit,complete,sasb_category,sasb_unit_of_measure,sasb_key_terms,sasb_what_counts
japanese,nissan_motor,TR-AU-410a.1,Fuel Economy & Use-phase Emissions,"Sales-weighted average passenger fleet fuel economy, by region",TR-AU-410a.1,145,nissan_motor_145,yes,21.9,km/L,True,Quantitative,Litres per 100 kilometres (L/100km)|Miles per gallon (mpg)|Kilometres per litre (km/L),fuel economy|fuel efficiency|CAFE|fleet average|CO2 per km|passenger cars|light vehicles|mpg|gCO2/km,"Sales-weighted average fuel economy of the passenger vehicle fleet, disaggregated by region (US, EU, China, Japan, etc.). May be reported in L/100km, gCO2/km, or mpg depending on region. Reflects compliance with fuel economy and emissions regulations."
japanese,nissan_motor,TR-AU-410a.2,Fuel Economy & Use-phase Emissions,"Number of (1) zero emission vehicles (ZEV), (2) hybrid vehicles and (3) plug-in hybrid vehicles sold",TR-AU-410a.2,147,nissan_motor_147,yes,"507,000",台,True,Quantitative,Number,ZEV|zero emission vehicles|EV|electric vehicles|hybrid|PHEV|plug-in hybrid|BEV|battery electric|low emission vehicles,"Three separate counts: (1) zero emission vehicles sold (BEV, FCEV); (2) hybrid electric vehicles (HEV); (3) plug-in hybrid electric vehicles (PHEV). Reflects the transition to electrification and progress toward low-emission fleet."
japanese,nissan_motor,TR-AU-410a.3,Fuel Economy & Use-phase Emissions,Discussion of strategy for managing fleet fuel economy and emissions risks and opportunities,TR-AU-410a.3,39,nissan_motor_039,yes,N/A,N/A,True,Discussion and Analysis,n/a,fleet strategy|electrification|emissions regulations|CAFE compliance|CO2 targets|EV transition|product portfolio|regulatory risk|net zero vehicles,"Qualitative discussion of: strategy to manage fuel economy and emissions risks (regulatory exposure, carbon pricing), electrification roadmap (EV targets, investment plans), approach to different regional regulations (CAFE, EU CO2 targets, China NEV), and opportunities from the low-carbon transition."
japanese,nissan_motor,TR-AU-410a.3,Fuel Economy & Use-phase Emissions,Discussion of strategy for managing fleet fuel economy and emissions risks and opportunities,TR-AU-410a.3,39,nissan_motor_039,yes but not complete,N/A,N/A,False,Discussion and Analysis,n/a,fleet strategy|electrification|emissions regulations|CAFE compliance|CO2 targets|EV transition|product portfolio|regulatory risk|net zero vehicles,"Qualitative discussion of: strategy to manage fuel economy and emissions risks (regulatory exposure, carbon pricing), electrification roadmap (EV targets, investment plans), approach to different regional regulations (CAFE, EU CO2 targets, China NEV), and opportunities from the low-carbon transition."
japanese,nissan_motor,TR-AU-440a.1,Materials Sourcing,Description of the management of risks associated with the use of critical materials,TR-AU-440a.1,55,nissan_motor_055,yes,N/A,N/A,True,Discussion and Analysis,n/a,critical materials|conflict minerals|cobalt|lithium|rare earth|3TG|supply chain risk|responsible sourcing|battery materials|material sourcing,"Qualitative description of: identification of critical materials (cobalt, lithium, rare earths, 3TG for electronics), supply chain due diligence, responsible sourcing standards (RMI, OECD), supplier audits, geographic concentration risk, and strategies to reduce dependence on critical materials."
japanese,nissan_motor,TR-AU-440a.1,Materials Sourcing,Description of the management of risks associated with the use of critical materials,TR-AU-440a.1,88,nissan_motor_088,yes,N/A,N/A,True,Discussion and Analysis,n/a,critical materials|conflict minerals|cobalt|lithium|rare earth|3TG|supply chain risk|responsible sourcing|battery materials|material sourcing,"Qualitative description of: identification of critical materials (cobalt, lithium, rare earths, 3TG for electronics), supply chain due diligence, responsible sourcing standards (RMI, OECD), supplier audits, geographic concentration risk, and strategies to reduce dependence on critical materials."
japanese,nissan_motor,TR-AU-440a.1,Materials Sourcing,Description of the management of risks associated with the use of critical materials,TR-AU-440a.1,88,nissan_motor_088,yes but not complete,N/A,N/A,False,Discussion and Analysis,n/a,critical materials|conflict minerals|cobalt|lithium|rare earth|3TG|supply chain risk|responsible sourcing|battery materials|material sourcing,"Qualitative description of: identification of critical materials (cobalt, lithium, rare earths, 3TG for electronics), supply chain due diligence, responsible sourcing standards (RMI, OECD), supplier audits, geographic concentration risk, and strategies to reduce dependence on critical materials."
japanese,nissan_motor,TR-AU-440b.1,Materials Efficiency & Recycling,(1) Total amount of waste from manufacturing,TR-AU-440b.1,154,nissan_motor_154,yes,"171,598",トン,True,Quantitative,Metric tons (t)|Percentage (%),manufacturing waste|waste recycling|zero waste|waste to landfill|metal scrap|recycling rate|waste diversion,Two values: (1) total weight of waste generated in manufacturing operations in metric tons; (2) percentage of that waste recycled or recovered. Manufacturing automotive components generates significant scrap metal and other wastes.
japanese,nissan_motor,TR-AU-440b.1,Materials Efficiency & Recycling,(1) Total amount of waste from manufacturing,TR-AU-440b.1,154,nissan_motor_154,yes but not complete,"164,947",トン,False,Quantitative,Metric tons (t)|Percentage (%),manufacturing waste|waste recycling|zero waste|waste to landfill|metal scrap|recycling rate|waste diversion,Two values: (1) total weight of waste generated in manufacturing operations in metric tons; (2) percentage of that waste recycled or recovered. Manufacturing automotive components generates significant scrap metal and other wastes.
japanese,nissan_motor,TR-AU-440b.1,Materials Efficiency & Recycling,(2) percentage recycled (precentage recycled),TR-AU-440b.1,154,nissan_motor_154,yes but not complete,95.46%,%,False,Quantitative,Metric tons (t)|Percentage (%),manufacturing waste|waste recycling|zero waste|waste to landfill|metal scrap|recycling rate|waste diversion,Two values: (1) total weight of waste generated in manufacturing operations in metric tons; (2) percentage of that waste recycled or recovered. Manufacturing automotive components generates significant scrap metal and other wastes.
japanese,nissan_motor,TR-AU-440b.2,Materials Efficiency & Recycling,"(1) Weight of end-of-life material recovered, (2) percentage recycled",TR-AU-440b.2,54,nissan_motor_054,yes but not complete,56,%,False,Quantitative,Metric tons (t)|Percentage (%),end-of-life vehicles|ELV|material recovery|vehicle recycling|shredder residue|reuse|recycled materials|circular economy,Two values: (1) total weight of material recovered from end-of-life vehicles in metric tons; (2) percentage of recovered material that is recycled (vs. landfilled or incinerated). EU ELV Directive requires 85% reuse/recycle and 95% reuse/recovery.
japanese,nissan_motor,TR-AU-440b.3,Materials Efficiency & Recycling,Average recyclability of vehicles sold,TR-AU-440b.3,55,nissan_motor_055,yes,95,%,True,Quantitative,Percentage (%),vehicle recyclability|recyclable content|ELV directive|design for recyclability|material composition|end-of-life recyclability,"Sales-weighted average recyclability of vehicles (percentage of vehicle weight that is recyclable or reusable at end of life), calculated per standards such as ISO 22628 or EU ELV Directive methodology."
japanese,nissan_motor,TR-AU-250a.3,Product Safety,Number of vehicles recalled,TR-AU-250a.3,80,nissan_motor_080,no,"1,164,000",台,False,Quantitative,Number,vehicle recall|safety recall|NHTSA recall|defect recall|recall campaign|safety defect|recall volume,Total number of vehicles recalled during the reporting period due to safety-related defects. Includes voluntary and mandatory recalls across all markets. Large recall volumes may indicate quality or safety management weaknesses.
japanese,nissan_motor,TR-AU-410a.3,Fuel Economy & Use-phase Emissions,Discussion of strategy for managing fleet fuel economy and emissions risks and opportunities,TR-AU-410a.3,32,nissan_motor_032,no,N/A,N/A,True,Discussion and Analysis,n/a,fleet strategy|electrification|emissions regulations|CAFE compliance|CO2 targets|EV transition|product portfolio|regulatory risk|net zero vehicles,"Qualitative discussion of: strategy to manage fuel economy and emissions risks (regulatory exposure, carbon pricing), electrification roadmap (EV targets, investment plans), approach to different regional regulations (CAFE, EU CO2 targets, China NEV), and opportunities from the low-carbon transition."
japanese,nissan_motor,TR-AU-410a.3,Fuel Economy & Use-phase Emissions,Discussion of strategy for managing fleet fuel economy and emissions risks and opportunities,TR-AU-410a.3,40,nissan_motor_040,no,N/A,N/A,True,Discussion and Analysis,n/a,fleet strategy|electrification|emissions regulations|CAFE compliance|CO2 targets|EV transition|product portfolio|regulatory risk|net zero vehicles,"Qualitative discussion of: strategy to manage fuel economy and emissions risks (regulatory exposure, carbon pricing), electrification roadmap (EV targets, investment plans), approach to different regional regulations (CAFE, EU CO2 targets, China NEV), and opportunities from the low-carbon transition."
japanese,nissan_motor,TR-AU-410a.3,Fuel Economy & Use-phase Emissions,Discussion of strategy for managing fleet fuel economy and emissions risks and opportunities,TR-AU-410a.3,45,nissan_motor_045,no,N/A,N/A,True,Discussion and Analysis,n/a,fleet strategy|electrification|emissions regulations|CAFE compliance|CO2 targets|EV transition|product portfolio|regulatory risk|net zero vehicles,"Qualitative discussion of: strategy to manage fuel economy and emissions risks (regulatory exposure, carbon pricing), electrification roadmap (EV targets, investment plans), approach to different regional regulations (CAFE, EU CO2 targets, China NEV), and opportunities from the low-carbon transition."
japanese,nissan_motor,TR-AU-440b.1,Materials Efficiency & Recycling,(1) Total amount of waste from manufacturing,TR-AU-440b.1,58,nissan_motor_058,no,"171,598",トン,True,Quantitative,Metric tons (t)|Percentage (%),manufacturing waste|waste recycling|zero waste|waste to landfill|metal scrap|recycling rate|waste diversion,Two values: (1) total weight of waste generated in manufacturing operations in metric tons; (2) percentage of that waste recycled or recovered. Manufacturing automotive components generates significant scrap metal and other wastes.
japanese,nissan_motor,TR-AU-440b.1,Materials Efficiency & Recycling,(1) Total amount of waste from manufacturing,TR-AU-440b.1,155,nissan_motor_155,no,"171,598",トン,True,Quantitative,Metric tons (t)|Percentage (%),manufacturing waste|waste recycling|zero waste|waste to landfill|metal scrap|recycling rate|waste diversion,Two values: (1) total weight of waste generated in manufacturing operations in metric tons; (2) percentage of that waste recycled or recovered. Manufacturing automotive components generates significant scrap metal and other wastes.
japanese,nissan_motor,TR-AU-440b.1,Materials Efficiency & Recycling,(2) percentage recycled (precentage recycled),TR-AU-440b.1,155,nissan_motor_155,no,95.46%,%,False,Quantitative,Metric tons (t)|Percentage (%),manufacturing waste|waste recycling|zero waste|waste to landfill|metal scrap|recycling rate|waste diversion,Two values: (1) total weight of waste generated in manufacturing operations in metric tons; (2) percentage of that waste recycled or recovered. Manufacturing automotive components generates significant scrap metal and other wastes.
japanese,nissan_motor,TR-AU-440b.2,Materials Efficiency & Recycling,"(1) Weight of end-of-life material recovered, (2) percentage recycled",TR-AU-440b.2,55,nissan_motor_055,no,56,%,False,Quantitative,Metric tons (t)|Percentage (%),end-of-life vehicles|ELV|material recovery|vehicle recycling|shredder residue|reuse|recycled materials|circular economy,Two values: (1) total weight of material recovered from end-of-life vehicles in metric tons; (2) percentage of recovered material that is recycled (vs. landfilled or incinerated). EU ELV Directive requires 85% reuse/recycle and 95% reuse/recovery.
japanese,nissan_motor,TR-AU-000.A,Activity Metrics,Number of vehicles manufactured,TR-AU-000.A,144,nissan_motor_144,no,"3,430,000",台,False,Quantitative,Number,vehicles manufactured|production volume|units produced|manufacturing output,N/A
japanese,nissan_motor,TR-AU-000.A,Activity Metrics,Number of vehicles manufactured,TR-AU-000.A,147,nissan_motor_147,no,"3,430,000",台,False,Quantitative,Number,vehicles manufactured|production volume|units produced|manufacturing output,N/A
japanese,nissan_motor,TR-AU-000.B,Activity Metrics,Number of vehicles sold,TR-AU-000.B,144,nissan_motor_144,no,"3,442,000",台,False,Quantitative,Number,vehicles sold|sales volume|units sold|global sales,N/A
japanese,nissan_motor,TR-AU-000.B,Activity Metrics,Number of vehicles sold,TR-AU-000.B,147,nissan_motor_147,no,"3,442,000",台,False,Quantitative,Number,vehicles sold|sales volume|units sold|global sales,N/A
japanese,mazda_motor,TR-AU-410a.3 ,Fuel Economy & Use-phase Emissions,Discussion of strategy for managing fleet fuel economy and emissions risks and opportunities,TR-AU-410a.3,15,mazda_motor_015,yes,N/A,N/A,True,Discussion and Analysis,n/a,fleet strategy|electrification|emissions regulations|CAFE compliance|CO2 targets|EV transition|product portfolio|regulatory risk|net zero vehicles,"Qualitative discussion of: strategy to manage fuel economy and emissions risks (regulatory exposure, carbon pricing), electrification roadmap (EV targets, investment plans), approach to different regional regulations (CAFE, EU CO2 targets, China NEV), and opportunities from the low-carbon transition."
japanese,mazda_motor,TR-AU-410a.3 ,Fuel Economy & Use-phase Emissions,Discussion of strategy for managing fleet fuel economy and emissions risks and opportunities,TR-AU-410a.3,15,mazda_motor_015,yes but not complete,N/A,N/A,False,Discussion and Analysis,n/a,fleet strategy|electrification|emissions regulations|CAFE compliance|CO2 targets|EV transition|product portfolio|regulatory risk|net zero vehicles,"Qualitative discussion of: strategy to manage fuel economy and emissions risks (regulatory exposure, carbon pricing), electrification roadmap (EV targets, investment plans), approach to different regional regulations (CAFE, EU CO2 targets, China NEV), and opportunities from the low-carbon transition."
japanese,mazda_motor,TR-AU-410a.3 ,Fuel Economy & Use-phase Emissions,Discussion of strategy for managing fleet fuel economy and emissions risks and opportunities,TR-AU-410a.3,16,mazda_motor_016,yes but not complete,N/A,N/A,False,Discussion and Analysis,n/a,fleet strategy|electrification|emissions regulations|CAFE compliance|CO2 targets|EV transition|product portfolio|regulatory risk|net zero vehicles,"Qualitative discussion of: strategy to manage fuel economy and emissions risks (regulatory exposure, carbon pricing), electrification roadmap (EV targets, investment plans), approach to different regional regulations (CAFE, EU CO2 targets, China NEV), and opportunities from the low-carbon transition."
japanese,mazda_motor,TR-AU-410a.3 ,Fuel Economy & Use-phase Emissions,Discussion of strategy for managing fleet fuel economy and emissions risks and opportunities,TR-AU-410a.3,16,mazda_motor_016,yes,N/A,N/A,True,Discussion and Analysis,n/a,fleet strategy|electrification|emissions regulations|CAFE compliance|CO2 targets|EV transition|product portfolio|regulatory risk|net zero vehicles,"Qualitative discussion of: strategy to manage fuel economy and emissions risks (regulatory exposure, carbon pricing), electrification roadmap (EV targets, investment plans), approach to different regional regulations (CAFE, EU CO2 targets, China NEV), and opportunities from the low-carbon transition."
japanese,mazda_motor,TR-AU-410a.3,Fuel Economy & Use-phase Emissions,Discussion of strategy for managing fleet fuel economy and emissions risks and opportunities,TR-AU-410a.3,17,mazda_motor_017,yes,N/A,N/A,True,Discussion and Analysis,n/a,fleet strategy|electrification|emissions regulations|CAFE compliance|CO2 targets|EV transition|product portfolio|regulatory risk|net zero vehicles,"Qualitative discussion of: strategy to manage fuel economy and emissions risks (regulatory exposure, carbon pricing), electrification roadmap (EV targets, investment plans), approach to different regional regulations (CAFE, EU CO2 targets, China NEV), and opportunities from the low-carbon transition."
japanese,mazda_motor,TR-AU-410a.3,Fuel Economy & Use-phase Emissions,Discussion of strategy for managing fleet fuel economy and emissions risks and opportunities,TR-AU-410a.3,17,mazda_motor_017,yes but not complete,N/A,N/A,False,Discussion and Analysis,n/a,fleet strategy|electrification|emissions regulations|CAFE compliance|CO2 targets|EV transition|product portfolio|regulatory risk|net zero vehicles,"Qualitative discussion of: strategy to manage fuel economy and emissions risks (regulatory exposure, carbon pricing), electrification roadmap (EV targets, investment plans), approach to different regional regulations (CAFE, EU CO2 targets, China NEV), and opportunities from the low-carbon transition."
japanese,mazda_motor,TR-AU-410a.3 ,Fuel Economy & Use-phase Emissions,Discussion of strategy for managing fleet fuel economy and emissions risks and opportunities,TR-AU-410a.3,34,mazda_motor_034,yes but not complete,N/A,N/A,False,Discussion and Analysis,n/a,fleet strategy|electrification|emissions regulations|CAFE compliance|CO2 targets|EV transition|product portfolio|regulatory risk|net zero vehicles,"Qualitative discussion of: strategy to manage fuel economy and emissions risks (regulatory exposure, carbon pricing), electrification roadmap (EV targets, investment plans), approach to different regional regulations (CAFE, EU CO2 targets, China NEV), and opportunities from the low-carbon transition."
japanese,mazda_motor,TR-AU-410a.3 ,Fuel Economy & Use-phase Emissions,Discussion of strategy for managing fleet fuel economy and emissions risks and opportunities,TR-AU-410a.3,34,mazda_motor_034,yes,N/A,N/A,True,Discussion and Analysis,n/a,fleet strategy|electrification|emissions regulations|CAFE compliance|CO2 targets|EV transition|product portfolio|regulatory risk|net zero vehicles,"Qualitative discussion of: strategy to manage fuel economy and emissions risks (regulatory exposure, carbon pricing), electrification roadmap (EV targets, investment plans), approach to different regional regulations (CAFE, EU CO2 targets, China NEV), and opportunities from the low-carbon transition."
japanese,mazda_motor,TR-AU-440a.1 ,Materials Sourcing,Description of the management of risks associated with the use of critical materials,TR-AU-440a.1,34,mazda_motor_034,yes but not complete,N/A,N/A,False,Discussion and Analysis,n/a,critical materials|conflict minerals|cobalt|lithium|rare earth|3TG|supply chain risk|responsible sourcing|battery materials|material sourcing,"Qualitative description of: identification of critical materials (cobalt, lithium, rare earths, 3TG for electronics), supply chain due diligence, responsible sourcing standards (RMI, OECD), supplier audits, geographic concentration risk, and strategies to reduce dependence on critical materials."
japanese,mazda_motor,TR-AU-440a.1 ,Materials Sourcing,Description of the management of risks associated with the use of critical materials,TR-AU-440a.1,62,mazda_motor_062,yes,N/A,N/A,True,Discussion and Analysis,n/a,critical materials|conflict minerals|cobalt|lithium|rare earth|3TG|supply chain risk|responsible sourcing|battery materials|material sourcing,"Qualitative description of: identification of critical materials (cobalt, lithium, rare earths, 3TG for electronics), supply chain due diligence, responsible sourcing standards (RMI, OECD), supplier audits, geographic concentration risk, and strategies to reduce dependence on critical materials."
japanese,mazda_motor,TR-AU-250a.3,Product Safety,Number of vehicles recalled,TR-AU-250a.3,122,mazda_motor_122,no,1000,台,False,Quantitative,Number,vehicle recall|safety recall|NHTSA recall|defect recall|recall campaign|safety defect|recall volume,Total number of vehicles recalled during the reporting period due to safety-related defects. Includes voluntary and mandatory recalls across all markets. Large recall volumes may indicate quality or safety management weaknesses.
japanese,mazda_motor,TR-AU-410a.3 ,Fuel Economy & Use-phase Emissions,Discussion of strategy for managing fleet fuel economy and emissions risks and opportunities,TR-AU-410a.3,17,mazda_motor_017,no,N/A,N/A,True,Discussion and Analysis,n/a,fleet strategy|electrification|emissions regulations|CAFE compliance|CO2 targets|EV transition|product portfolio|regulatory risk|net zero vehicles,"Qualitative discussion of: strategy to manage fuel economy and emissions risks (regulatory exposure, carbon pricing), electrification roadmap (EV targets, investment plans), approach to different regional regulations (CAFE, EU CO2 targets, China NEV), and opportunities from the low-carbon transition."
japanese,mazda_motor,TR-AU-410a.3,Fuel Economy & Use-phase Emissions,Discussion of strategy for managing fleet fuel economy and emissions risks and opportunities,TR-AU-410a.3,18,mazda_motor_018,no,N/A,N/A,True,Discussion and Analysis,n/a,fleet strategy|electrification|emissions regulations|CAFE compliance|CO2 targets|EV transition|product portfolio|regulatory risk|net zero vehicles,"Qualitative discussion of: strategy to manage fuel economy and emissions risks (regulatory exposure, carbon pricing), electrification roadmap (EV targets, investment plans), approach to different regional regulations (CAFE, EU CO2 targets, China NEV), and opportunities from the low-carbon transition."
japanese,mazda_motor,TR-AU-440b.1,Materials Efficiency & Recycling,(1) Total amount of waste from manufacturing,TR-AU-440b.1,114,mazda_motor_114,no,"239,718",t,True,Quantitative,Metric tons (t)|Percentage (%),manufacturing waste|waste recycling|zero waste|waste to landfill|metal scrap|recycling rate|waste diversion,Two values: (1) total weight of waste generated in manufacturing operations in metric tons; (2) percentage of that waste recycled or recovered. Manufacturing automotive components generates significant scrap metal and other wastes.
japanese,mazda_motor,TR-AU-440b.1,Materials Efficiency & Recycling,(2) percentage recycled,TR-AU-440b.1,114,mazda_motor_114,no,95,%,True,Quantitative,Metric tons (t)|Percentage (%),manufacturing waste|waste recycling|zero waste|waste to landfill|metal scrap|recycling rate|waste diversion,Two values: (1) total weight of waste generated in manufacturing operations in metric tons; (2) percentage of that waste recycled or recovered. Manufacturing automotive components generates significant scrap metal and other wastes.
japanese,mazda_motor,TR-AU-440b.2,Materials Efficiency & Recycling,"(1) Weight of end-of-life material recovered, (2) percentage recycled",TR-AU-440b.2,30,mazda_motor_030,no,96.8,%,True,Quantitative,Metric tons (t)|Percentage (%),end-of-life vehicles|ELV|material recovery|vehicle recycling|shredder residue|reuse|recycled materials|circular economy,Two values: (1) total weight of material recovered from end-of-life vehicles in metric tons; (2) percentage of recovered material that is recycled (vs. landfilled or incinerated). EU ELV Directive requires 85% reuse/recycle and 95% reuse/recovery.
japanese,mazda_motor,TR-AU-440b.3,Materials Efficiency & Recycling,Average recyclability of vehicles sold,TR-AU-440b.3,30,mazda_motor_030,no,99%強,%,True,Quantitative,Percentage (%),vehicle recyclability|recyclable content|ELV directive|design for recyclability|material composition|end-of-life recyclability,"Sales-weighted average recyclability of vehicles (percentage of vehicle weight that is recyclable or reusable at end of life), calculated per standards such as ISO 22628 or EU ELV Directive methodology."
japanese,tokyo_gas,IF-GU-540a.1,Gas Utility Network Integrity,"Number of (1) reportable pipeline incidents, (2) corrective action orders (CAOs), and (3) notices of probable violation (NOPVs)",IF-GU-540a.1,5,tokyo_gas_005,yes,3,件,True,Quantitative,Number|Percentage (%),pipeline incidents|reportable incidents|material failure|weld failure|pipeline safety|gas leak|PHMSA|pipeline integrity,"Two values: (1) total number of reportable pipeline incidents during the period (per applicable regulations, e.g. PHMSA in US); (2) percentage of those incidents attributable to material or weld failure (vs. corrosion, excavation damage, operator error, etc.)."
japanese,tokyo_gas,IF-GU-540a.4,Gas Utility Network Integrity,"Description of efforts to manage the integrity of gas infrastructure, including risks related to safety and emissions",IF-GU-540a.4,44,tokyo_gas_044,yes,N/A,N/A,True,Discussion and Analysis,n/a,pipeline integrity management|emergency response|leak detection|corrosion control|integrity management program|pipeline safety|incident response|risk assessment,Qualitative description of: (1) integrity management program (IMP) components; (2) risk assessment methods; (3) inspection technologies and frequency; (4) corrosion control programs; (5) emergency response procedures for pipeline incidents; (6) communication with regulators and public.
japanese,tokyo_gas,IF-GU-540a.1,Gas Utility Network Integrity,"Number of (1) reportable pipeline incidents, (2) corrective action orders (CAOs), and (3) notices of probable violation (NOPVs)",IF-GU-540a.1,6,tokyo_gas_006,no,3,件,True,Quantitative,Number|Percentage (%),pipeline incidents|reportable incidents|material failure|weld failure|pipeline safety|gas leak|PHMSA|pipeline integrity,"Two values: (1) total number of reportable pipeline incidents during the period (per applicable regulations, e.g. PHMSA in US); (2) percentage of those incidents attributable to material or weld failure (vs. corrosion, excavation damage, operator error, etc.)."
japanese,tokyo_gas,IF-GU-540a.4,Gas Utility Network Integrity,"Description of efforts to manage the integrity of gas infrastructure, including risks related to safety and emissions",IF-GU-540a.4,25,tokyo_gas_025,no,N/A,N/A,True,Discussion and Analysis,n/a,pipeline integrity management|emergency response|leak detection|corrosion control|integrity management program|pipeline safety|incident response|risk assessment,Qualitative description of: (1) integrity management program (IMP) components; (2) risk assessment methods; (3) inspection technologies and frequency; (4) corrosion control programs; (5) emergency response procedures for pipeline incidents; (6) communication with regulators and public.
japanese,tokyo_gas,IF-GU-540a.4,Gas Utility Network Integrity,"Description of efforts to manage the integrity of gas infrastructure, including risks related to safety and emissions",IF-GU-540a.4,45,tokyo_gas_045,no,N/A,N/A,True,Discussion and Analysis,n/a,pipeline integrity management|emergency response|leak detection|corrosion control|integrity management program|pipeline safety|incident response|risk assessment,Qualitative description of: (1) integrity management program (IMP) components; (2) risk assessment methods; (3) inspection technologies and frequency; (4) corrosion control programs; (5) emergency response procedures for pipeline incidents; (6) communication with regulators and public.
japanese,toho_gas,IF-GU-420a.2,End-Use Efficiency,Amount of gas savings from efficiency measures by market,IF-GU-420a.2,54,toho_gas_2_054,yes but not complete,39.0万,t-CO2,False,Quantitative,Percentage (%),energy efficiency|rate structures|efficiency incentives|decoupling|demand-side management|gas sales volume|efficiency programs,"Percentage of total gas sales volume (by customer type: residential, commercial, industrial) sold under rate structures that include energy efficiency incentives or disincentives to increasing gas throughput (e.g. decoupled rates, efficiency tariffs)."
japanese,toho_gas,IF-GU-540a.4,Gas Utility Network Integrity,"Description of efforts to manage the integrity of gas infrastructure, including risks related to safety and emissions",IF-GU-540a.4,31,toho_gas_2_031,yes,N/A,N/A,True,Discussion and Analysis,n/a,pipeline integrity management|emergency response|leak detection|corrosion control|integrity management program|pipeline safety|incident response|risk assessment,Qualitative description of: (1) integrity management program (IMP) components; (2) risk assessment methods; (3) inspection technologies and frequency; (4) corrosion control programs; (5) emergency response procedures for pipeline incidents; (6) communication with regulators and public.
japanese,toho_gas,IF-GU-000.A,Activity Metrics,"Number of (1) residential, (2) commercial, and (3) industrial customers served",IF-GU-000.A,5,toho_gas_2_005,yes but not complete,"3,000,000",件,False,Quantitative,Number,customer accounts|residential customers|commercial customers|industrial customers|service connections,N/A
japanese,toho_gas,IF-GU-000.A,Activity Metrics,"Number of (1) residential, (2) commercial, and (3) industrial customers served",IF-GU-000.A,17,toho_gas_2_017,yes but not complete,"3,000,000",件,False,Quantitative,Number,customer accounts|residential customers|commercial customers|industrial customers|service connections,N/A
japanese,toho_gas,IF-GU-000.A,Activity Metrics,"Number of (1) residential, (2) commercial, and (3) industrial customers served",IF-GU-000.A,19,toho_gas_2_019,yes but not complete,"3,000,000",件,False,Quantitative,Number,customer accounts|residential customers|commercial customers|industrial customers|service connections,N/A
japanese,toho_gas,IF-GU-000.B,Activity Metrics,"Amount of natural gas delivered to (1) residential, (2) commercial, and (3) industrial customers, and (4) transported for third parties",IF-GU-000.B,5,toho_gas_2_005,yes but not complete,"138,400,000",MMBtu,False,Quantitative,Gigajoules (GJ),gas delivered|gas throughput|gas sales volume|transportation|third-party transport|residential delivery|commercial delivery,N/A
japanese,toho_gas,IF-GU-000.B,Activity Metrics,"Amount of natural gas delivered to (1) residential, (2) commercial, and (3) industrial customers, and (4) transported for third parties",IF-GU-000.B,52,toho_gas_2_052,yes but not complete,"594,800",MMBtu,False,Quantitative,Gigajoules (GJ),gas delivered|gas throughput|gas sales volume|transportation|third-party transport|residential delivery|commercial delivery,N/A
japanese,toho_gas,IF-GU-000.B,Activity Metrics,"Amount of natural gas delivered to (1) residential, (2) commercial, and (3) industrial customers, and (4) transported for third parties",IF-GU-000.B,3,toho_gas_1_003,yes but not complete,"138,560,000",MMBtu,False,Quantitative,Gigajoules (GJ),gas delivered|gas throughput|gas sales volume|transportation|third-party transport|residential delivery|commercial delivery,N/A
japanese,toho_gas,IF-GU-000.B,Activity Metrics,"Amount of natural gas delivered to (1) residential, (2) commercial, and (3) industrial customers, and (4) transported for third parties",IF-GU-000.B,4,toho_gas_1_004,yes but not complete,"594,800",MMBtu,False,Quantitative,Gigajoules (GJ),gas delivered|gas throughput|gas sales volume|transportation|third-party transport|residential delivery|commercial delivery,N/A
japanese,toho_gas,IF-GU-000.A,Activity Metrics,"Number of (1) residential, (2) commercial, and (3) industrial customers served",IF-GU-000.A,6,toho_gas_2_006,no,"3,000,000",件,False,Quantitative,Number,customer accounts|residential customers|commercial customers|industrial customers|service connections,N/A
japanese,toho_gas,IF-GU-000.A,Activity Metrics,"Number of (1) residential, (2) commercial, and (3) industrial customers served",IF-GU-000.A,20,toho_gas_2_020,no,"3,000,000",件,False,Quantitative,Number,customer accounts|residential customers|commercial customers|industrial customers|service connections,N/A
japanese,toho_gas,IF-GU-000.B,Activity Metrics,"Amount of natural gas delivered to (1) residential, (2) commercial, and (3) industrial customers, and (4) transported for third parties",IF-GU-000.B,6,toho_gas_2_006,no,"138,400,000",MMBtu,False,Quantitative,Gigajoules (GJ),gas delivered|gas throughput|gas sales volume|transportation|third-party transport|residential delivery|commercial delivery,N/A
japanese,toho_gas,IF-GU-000.B,Activity Metrics,"Amount of natural gas delivered to (1) residential, (2) commercial, and (3) industrial customers, and (4) transported for third parties",IF-GU-000.B,53,toho_gas_2_053,no,"594,800",MMBtu,False,Quantitative,Gigajoules (GJ),gas delivered|gas throughput|gas sales volume|transportation|third-party transport|residential delivery|commercial delivery,N/A
japanese,toho_gas,IF-GU-000.C,Activity Metrics,Length of (1) gas transmission and (2) gas distribution pipelines,IF-GU-000.C,16,toho_gas_2_016,no,"31,000",km,False,Quantitative,Kilometres (km),pipeline length|distribution network|pipeline infrastructure|gas network,N/A
japanese,toho_gas,IF-GU-000.C,Activity Metrics,Length of (1) gas transmission and (2) gas distribution pipelines,IF-GU-000.C,31,toho_gas_2_031,no,約3万,km,False,Quantitative,Kilometres (km),pipeline length|distribution network|pipeline infrastructure|gas network,N/A
